ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:  462360      1265.5088      3321.1854      3733.0449       204.8531        -938600.9665     85034.7515         0.0000         0.0000    149307.9334        -695733.6894       298.9045   -845041.6228   -695399.8075       299.1945            -47.8635       -16.3043   2464782.4145         7.1128         7.1473
ENERGY:  462400      1235.1911      3312.1053      3698.7935       192.1701        -937822.0077     84408.3310         0.0000         0.0000    149382.5580        -695592.8588       299.0539   -844975.4168   -695256.0011       299.0053           -117.1075       -83.7061   2466227.7671         0.6921         0.8921
ENERGY:  462440      1232.4481      3348.0067      3687.8764       173.8182        -938482.3118     84926.7263         0.0000         0.0000    149579.0303        -695534.4059       299.4472   -845113.4361   -695204.9856       299.2295            -22.4884        10.4646   2463073.1483        -5.2118        -5.0219
ENERGY:  462480      1222.8988      3346.5448      3711.8434       209.4088        -938627.9924     84863.8371         0.0000         0.0000    149565.3363        -695708.1232       299.4198   -845273.4595   -695367.1360       299.5339            -26.2232         8.5134   2461375.4597        12.5521        12.7675
ENERGY:  462520      1260.7942      3335.7169      3700.9512       189.8061        -939424.2318     85474.3092         0.0000         0.0000    149442.9149        -696019.7393       299.1747   -845462.6543   -695671.4876       299.0250              8.2054        41.6138   2459821.3071         6.8301         6.9674
ENERGY:  462560      1253.4949      3272.8080      3713.3118       210.7473        -939213.5484     85522.4103         0.0000         0.0000    149266.3941        -695974.3821       298.8213   -845240.7762   -695637.8867       299.0533             26.7522        59.9522   2461528.8891        22.5770        22.7619
ENERGY:  462600      1215.1387      3307.4556      3734.3132       203.1434        -939764.0045     85758.4688         0.0000         0.0000    149552.2629        -695993.2219       299.3936   -845545.4848   -695648.6666       299.0833             55.5254        88.6641   2462525.7653        -6.4024        -6.3020
ENERGY:  462640      1313.3610      3277.8183      3705.0697       205.3686        -939590.3036     85924.0854         0.0000         0.0000    149222.7776        -695941.8231       298.7340   -845164.6007   -695596.5541       298.6949             36.9755        71.3008   2463795.9723       -26.9307       -26.7798
ENERGY:  462680      1278.1180      3323.6890      3703.4623       201.3002        -939122.7984     85007.8018         0.0000         0.0000    149540.1294        -696068.2978       299.3693   -845608.4272   -695724.9920       299.2417            -76.5478       -43.2125   2465801.0671       -12.1858       -12.1808
ENERGY:  462720      1267.9589      3272.6600      3682.0914       205.3025        -939641.1113     85409.8172         0.0000         0.0000    149771.3186        -696031.9627       299.8321   -845803.2813   -695688.9393       299.4834            -49.1583       -16.2000   2464887.8695       -21.3421       -21.6318
ENERGY:  462760      1231.9853      3297.6519      3714.4219       204.8245        -939818.9260     85618.2482         0.0000         0.0000    149576.0174        -696175.7767       299.4412   -845751.7942   -695821.4307       299.4315            -22.9502         8.7450   2465760.4456        -4.6777        -4.6781
ENERGY:  462800      1315.8128      3306.2395      3698.7967       192.8749        -939698.1097     85829.2317         0.0000         0.0000    149041.5432        -696313.6109       298.3712   -845355.1540   -695991.7479       298.9876             19.1989        53.1756   2462267.1511        21.3569        21.3344
ENERGY:  462840      1294.7021      3353.5243      3700.6264       174.4189        -939665.2488     85397.0288         0.0000         0.0000    149400.9933        -696343.9550       299.0908   -845744.9483   -696005.9767       299.1123            -18.5606        14.1649   2462235.3724         4.2624         4.0444
ENERGY:  462880      1241.1230      3282.2748      3670.0068       187.4453        -938309.9539     84102.2175         0.0000         0.0000    149424.0588        -696402.8277       299.1370   -845826.8865   -696060.3137       298.6972           -172.0237      -139.4821   2465890.5292        -1.9458        -1.9719
ENERGY:  462920      1290.6442      3345.1749      3681.0824       192.7966        -939870.8188     85804.0396         0.0000         0.0000    149158.3845        -696398.6966       298.6051   -845557.0812   -696065.7816       298.7126             34.0283        68.2209   2461247.5807         8.0539         8.2524
ENERGY:  462960      1195.1359      3337.8456      3688.9424       212.4025        -939184.8749     85463.9117         0.0000         0.0000    148921.2446        -696365.3922       298.1304   -845286.6368   -696035.7206       298.6426             15.3895        48.5162   2461751.6574         8.2418         8.3392
ENERGY:  463000      1247.9834      3320.2643      3670.3870       196.3235        -940062.0747     85768.7482         0.0000         0.0000    149496.2217        -696362.1466       299.2814   -845858.3683   -696021.2565       298.4781              5.3292        39.5154   2461008.9213       -14.1397       -14.2128
ENERGY:  463040      1282.8139      3366.2368      3706.3786       209.6149        -939816.6162     85407.9471         0.0000         0.0000    149651.9145        -696191.7104       299.5931   -845843.6249   -695857.1045       299.6180             45.1774        77.6918   2459849.0227        18.7564        18.7053
ENERGY:  463080      1284.2975      3355.8197      3706.0403       189.8452        -939510.0316     85521.5289         0.0000         0.0000    149352.1254        -696100.3747       298.9929   -845452.5001   -695764.8986       299.4245              1.4710        33.0899   2461249.1783         7.9861         7.9160
ENERGY:  463120      1257.1594      3346.1863      3692.7571       204.3265        -939812.2854     85429.8753         0.0000         0.0000    149800.3604        -696081.6204       299.8903   -845881.9809   -695743.2989       299.3960             10.4131        43.1512   2458155.9280        16.2415        16.2430
ENERGY:  463160      1232.1498      3452.9228      3689.8520       195.4417        -938598.9076     84543.9032         0.0000         0.0000    149402.8476        -696081.7906       299.0945   -845484.6382   -695717.4360       299.2615            -91.0358       -56.1706   2459928.8793         7.7097         7.7097
ENERGY:  463200      1254.9739      3335.7076      3716.9246       205.4274        -938291.4248     84407.8931         0.0000         0.0000    149261.8674        -696108.6307       298.8123   -845370.4981   -695752.2119       299.2492            -89.3266       -55.6333   2460188.5807        20.1739        20.1896
ENERGY:  463240      1265.6405      3306.5319      3713.6597       197.8575        -938834.9715     84651.1263         0.0000         0.0000    149671.6854        -696028.4702       299.6327   -845700.1556   -695672.5563       299.5238            -63.5739       -29.7561   2458713.2259       -17.6936       -17.6569
ENERGY:  463280      1323.3106      3325.5466      3689.8095       213.9558        -939284.8915     85495.8329         0.0000         0.0000    149199.6069        -696036.8293       298.6876   -845236.4362   -695696.7104       299.1150            -24.6811        10.1900   2460322.0953         7.1105         7.2435
ENERGY:  463320      1272.4504      3372.6789      3711.1699       202.7951        -938544.0066     84869.2864         0.0000         0.0000    149259.0852        -695856.5406       298.8067   -845115.6259   -695508.1942       298.9821            -56.3532       -23.4414   2463757.0527         4.0347         4.2138
ENERGY:  463360      1235.3299      3374.0945      3680.0710       199.2172        -938888.6430     84914.0940         0.0000         0.0000    149566.3891        -695919.4473       299.4219   -845485.8364   -695564.4670       298.9037            -28.9645         2.0421   2459501.0690         6.3720         6.2710
ENERGY:  463400      1249.5116      3362.6642      3705.7368       216.6732        -939103.8621     85080.9731         0.0000         0.0000    149620.5139        -695867.7892       299.5302   -845488.3031   -695524.9355       299.0944             -4.0118        30.5305   2458771.5133        -8.4230        -8.3545
ENERGY:  463440      1317.0431      3303.1964      3682.9870       193.0785        -939077.0782     85195.1739         0.0000         0.0000    149279.2473        -696106.3520       298.8470   -845385.5993   -695760.1425       298.9588            -15.7095        18.7645   2457530.8909       -13.2833       -13.0182
ENERGY:  463480      1291.7049      3387.0300      3665.9268       187.8120        -939027.4600     84917.1522         0.0000         0.0000    149524.1426        -696053.6914       299.3373   -845577.8340   -695717.2867       299.2896            -77.5789       -46.6642   2458929.0628        -6.7900        -6.6716
ENERGY:  463520      1297.5813      3316.6996      3685.0489       196.4107        -939260.7096     85532.5443         0.0000         0.0000    149244.4976        -695987.9272       298.7775   -845232.4248   -695630.3280       299.1398             19.8075        52.9029   2458735.5830         3.5207         3.5098
ENERGY:  463560      1244.9924      3317.0887      3682.4163       187.9863        -939330.6518     85182.7468         0.0000         0.0000    149796.1150        -695919.3062       299.8818   -845715.4213   -695578.5688       299.0142            -11.4445        20.2248   2459924.3835         5.7077         5.7134
ENERGY:  463600      1239.9665      3379.1122      3663.7754       194.8669        -938563.1006     84806.0839         0.0000         0.0000    149424.7707        -695854.5250       299.1384   -845279.2957   -695521.9942       299.3227            -67.9759       -36.0938   2461970.7030        -9.6472        -9.6264
ENERGY:  463640      1306.9129      3367.3590      3688.3169       187.2104        -938285.2571     84473.7985         0.0000         0.0000    149496.7001        -695764.9594       299.2824   -845261.6595   -695397.8225       299.2166           -110.9051       -79.0856   2462946.7458         2.2543         2.2873
ENERGY:  463680      1295.2849      3358.0490      3730.8735       191.4542        -938409.1718     84580.9199         0.0000         0.0000    149578.0601        -695674.5303       299.4453   -845252.5903   -695319.2598       299.2097            -89.4636       -58.5945   2461775.1073        -3.6032        -3.6044
ENERGY:  463720      1284.9285      3301.7643      3720.1901       215.7855        -938283.5706     84910.2748         0.0000         0.0000    149185.1714        -695665.4561       298.6587   -844850.6275   -695325.9666       299.1283            -43.3525       -12.1450   2461934.8913        -0.8442        -0.9481
ENERGY:  463760      1299.3351      3362.8099      3705.0240       220.1472        -938601.2933     84827.7810         0.0000         0.0000    149606.7720        -695579.4242       299.5027   -845186.1961   -695225.5245       299.2780            -43.3238       -14.0754   2460743.7362         8.8307         8.5420
ENERGY:  463800      1297.8407      3266.6240      3724.9514       201.4653        -938898.6060     84705.6747         0.0000         0.0000    149988.1410        -695713.9091       300.2662   -845702.0501   -695367.9216       299.2105            -79.2047       -47.6441   2459318.5652         1.2106         1.4570
ENERGY:  463840      1301.3974      3332.0288      3695.3827       200.1421        -938081.6329     84569.6220         0.0000         0.0000    149221.4095        -695761.6502       298.7313   -844983.0598   -695405.0349       299.4416            -84.7533       -52.3438   2462424.0518        -8.2112        -8.1861
ENERGY:  463880      1311.9511      3389.8619      3692.3594       186.8028        -938606.9498     84566.9314         0.0000         0.0000    149557.5883        -695901.4551       299.4043   -845459.0433   -695553.1525       299.2235            -94.5816       -62.3933   2459599.3547        11.6138        11.6257
ENERGY:  463920      1254.4130      3284.6390      3710.2242       202.7851        -938817.2102     84892.1921         0.0000         0.0000    149426.1234        -696046.8334       299.1411   -845472.9568   -695697.9193       299.4543             -1.5215        31.9993   2458100.0218        -6.8170        -6.8797
ENERGY:  463960      1306.7752      3416.6319      3672.7031       200.7293        -938129.2220     84618.4433         0.0000         0.0000    148788.5954        -696125.3440       297.8648   -844913.9394   -695769.3291       299.0117            -90.7873       -57.0579   2460775.4123        13.8480        13.9007
ENERGY:  464000      1281.8007      3370.9222      3709.0564       210.3731        -939384.4836     85223.5756         0.0000         0.0000    149374.4586        -696214.2969       299.0377   -845588.7556   -695881.3587       298.8677            -35.3131         0.0271   2458949.7003        -8.4668        -8.5825
ENERGY:  464040      1266.1928      3339.6858      3707.8882       184.4340        -939102.1946     85209.5275         0.0000         0.0000    149177.4598        -696217.0065       298.6433   -845394.4662   -695858.4707       298.8662            -20.7707        14.0633   2460415.2110         0.8833         0.9088
ENERGY:  464080      1286.4015      3319.7263      3707.1283       206.6853        -938970.4214     85106.5107         0.0000         0.0000    149080.6149        -696263.3542       298.4494   -845343.9691   -695905.7893       298.3353            -40.6658        -5.1291   2459737.9797         2.4125         2.4313
ENERGY:  464120      1284.6885      3301.6876      3697.0495       197.8871        -939174.5158     85093.7772         0.0000         0.0000    149411.1654        -696188.2605       299.1111   -845599.4259   -695830.4432       298.4922            -24.7367         9.2343   2460623.6505       -26.3533       -26.4202
ENERGY:  464160      1279.4895      3338.8762      3677.2957       193.7172        -939773.0778     85471.8426         0.0000         0.0000    149490.2306        -696321.6259       299.2694   -845811.8565   -695986.9658       298.6623              2.0271        36.8659   2459891.5668        -3.1990        -2.9805
ENERGY:  464200      1263.0167      3410.1221      3676.4705       180.9794        -939605.3033     85487.4449         0.0000         0.0000    149243.9371        -696343.3326       298.7764   -845587.2697   -696004.6931       298.8179             19.8628        56.8956   2460186.6992        12.4427        12.4542
ENERGY:  464240      1172.6722      3414.6445      3691.5362       222.5319        -939848.6766     85782.8441         0.0000         0.0000    149492.2862        -696072.1615       299.2735   -845564.4477   -695730.6865       298.9493             94.7600       129.2177   2459084.0386        16.6789        16.8261
ENERGY:  464280      1294.8666      3334.7539      3698.0075       194.5973        -939595.8351     85631.7245         0.0000         0.0000    149612.3630        -695829.5223       299.5139   -845441.8853   -695499.1532       299.3966             50.8879        84.9564   2459617.8911        10.5143        10.6063
ENERGY:  464320      1275.5547      3397.6755      3692.0145       190.6180        -938305.2442     84710.6095         0.0000         0.0000    149284.3526        -695754.4195       298.8573   -845038.7721   -695401.4103       299.0079            -51.3660       -18.2741   2461357.7959        -4.4324        -4.5434
ENERGY:  464360      1288.1928      3393.8885      3676.0985       186.7699        -938577.3788     84521.1679         0.0000         0.0000    149743.0108        -695768.2504       299.7755   -845511.2612   -695423.6765       299.0520           -103.8893       -68.1910   2461301.9257       -18.2121       -18.1746
ENERGY:  464400      1290.1891      3400.6727      3681.9941       200.5749        -938446.0661     84419.3826         0.0000         0.0000    149874.3130        -695578.9397       300.0383   -845453.2527   -695238.2690       299.6869            -80.7373       -47.8383   2463134.1253        11.8580        11.7834
ENERGY:  464440      1284.1783      3367.8957      3680.0079       200.9704        -939038.6745     85681.0445         0.0000         0.0000    149132.9274        -695691.6504       298.5541   -844824.5778   -695358.7181       299.5481             52.7035        87.1655   2461450.9801         7.3696         7.3560
ENERGY:  464480      1312.5795      3389.4688      3703.9721       203.7663        -939284.9655     85638.9452         0.0000         0.0000    149466.4165        -695569.8171       299.2217   -845036.2336   -695217.8393       299.0968             26.8371        59.2889   2462771.7162        -1.6127        -1.5637
ENERGY:  464520      1256.8751      3432.3403      3701.4118       206.9611        -938843.2282     85143.8538         0.0000         0.0000    149580.7302        -695521.0559       299.4506   -845101.7862   -695184.9712       299.1483            -35.0684        -0.5233   2466325.3919         3.3661         3.6346
ENERGY:  464560      1269.5095      3380.1313      3710.9413       206.1198        -938837.8844     85016.6264         0.0000         0.0000    149451.4262        -695803.1300       299.1917   -845254.5562   -695471.2242       299.1674            -43.8826       -11.1026   2463211.4159        -1.0551        -1.1495
ENERGY:  464600      1307.8591      3420.8758      3652.1074       200.2602        -938385.7538     84552.6656         0.0000         0.0000    149460.1962        -695791.7894       299.2093   -845251.9856   -695435.8374       299.3796           -117.4403       -83.3198   2463642.8220        -3.5585        -3.6030
ENERGY:  464640      1266.1775      3387.8525      3724.1413       194.2649        -938328.4468     84682.8057         0.0000         0.0000    149330.9857        -695742.2191       298.9506   -845073.2049   -695390.4983       299.1401            -55.9613       -20.9857   2462865.5644         1.7268         1.7977
ENERGY:  464680      1321.1926      3383.9130      3737.7782       201.1760        -938626.0425     85059.2452         0.0000         0.0000    149194.7343        -695728.0032       298.6779   -844922.7375   -695389.6198       299.0047             -7.0111        26.3069   2461739.3297         1.1763         1.2734
ENERGY:  464720      1306.0279      3469.1359      3701.6265       188.1249        -939191.9548     85404.4534         0.0000         0.0000    149515.2871        -695607.2991       299.3196   -845122.5862   -695259.2264       299.4400             23.7323        56.5676   2460963.5642         8.5491         8.2576
ENERGY:  464760      1306.5415      3383.0213      3725.8322       209.9726        -939500.8301     85397.5016         0.0000         0.0000    150071.5562        -695406.4046       300.4332   -845477.9608   -695059.5959       298.8912             -6.3474        27.8259   2461040.6574         7.9682         7.9098
ENERGY:  464800      1318.4473      3378.0182      3749.5716       198.4703        -938307.4746     84806.5103         0.0000         0.0000    149439.3125        -695417.1443       299.1675   -844856.4569   -695078.1915       299.0864            -70.4210       -37.1776   2461617.5595        -1.3296        -1.3907
ENERGY:  464840      1342.3190      3328.6511      3678.9176       191.6074        -938342.5308     84965.1194         0.0000         0.0000    149500.4002        -695335.5162       299.2898   -844835.9164   -694999.4182       299.6042            -20.4589        14.8324   2460904.5052        23.6533        23.6083
ENERGY:  464880      1342.7490      3399.7908      3673.6610       200.4120        -938637.1919     85364.0761         0.0000         0.0000    149380.9840        -695275.5191       299.0507   -844656.5030   -694929.0635       299.7916              4.4666        37.1424   2461220.7545         0.1909         0.2235
ENERGY:  464920      1292.8166      3300.1333      3714.6337       187.8705        -938124.3722     84947.5315         0.0000         0.0000    149471.7191        -695209.6677       299.2324   -844681.3867   -694871.7019       299.5440            -61.6047       -25.6409   2463198.9304         8.9071         8.9260
ENERGY:  464960      1282.6445      3335.6763      3708.6398       204.9399        -938316.6504     84817.7412         0.0000         0.0000    149711.2694        -695255.7394       299.7119   -844967.0088   -694907.9040       299.2580            -72.3823       -38.1457   2461958.8499        -9.7770        -9.8326
ENERGY:  465000      1307.0653      3401.5913      3678.7712       208.6432        -937667.2417     84682.5056         0.0000         0.0000    149193.4088        -695195.2562       298.6752   -844388.6650   -694843.3256       299.4087             -5.5351        29.6549   2460362.2889        -2.0081        -2.1359
ENERGY:  465040      1265.2718      3380.5454      3700.1639       206.6832        -938252.9786     85141.2405         0.0000         0.0000    149465.2330        -695093.8408       299.2194   -844559.0738   -694742.1143       299.2842             23.0392        57.0942   2458826.6108        -5.7139        -6.0216
ENERGY:  465080      1232.6667      3384.7223      3699.7767       203.8147        -938194.2307     84708.2129         0.0000         0.0000    149847.0281        -695118.0093       299.9837   -844965.0374   -694780.0820       299.8229            -13.4303        19.5115   2459912.5279         4.9643         4.8297
ENERGY:  465120      1272.6475      3439.2093      3692.1851       194.9569        -938292.4291     85398.9807         0.0000         0.0000    149038.6845        -695255.7653       298.3655   -844294.4498   -694922.7240       299.3639             52.4763        87.3173   2462616.4495         0.6496         0.6114
ENERGY:  465160      1334.6641      3445.6412      3658.3863       200.8194        -938690.0587     85230.6687         0.0000         0.0000    149342.0911        -695477.7880       298.9729   -844819.8791   -695131.0885       298.4837            -51.1434       -18.3480   2465469.0927        -6.3620        -6.3789
ENERGY:  465200      1276.5932      3405.5664      3670.6541       200.9021        -938761.4868     84961.2516         0.0000         0.0000    149731.7609        -695514.7584       299.7530   -845246.5194   -695172.9640       299.4599            -49.6475       -15.7937   2463016.0130         3.3511         3.2705
ENERGY:  465240      1281.3608      3391.7492      3659.4982       201.7223        -939120.1460     85307.7395         0.0000         0.0000    149763.0171        -695515.0589       299.8155   -845278.0760   -695182.1893       299.1149            -21.5196        13.0791   2460560.1097         8.7261         8.5796
ENERGY:  465280      1276.8286      3352.7411      3688.4443       208.7667        -939171.4312     85454.0179         0.0000         0.0000    149588.5552        -695602.0775       299.4663   -845190.6327   -695252.2785       299.0780              5.7870        38.1468   2461509.4105       -24.4895       -24.5216
ENERGY:  465320      1272.9087      3386.1882      3696.4221       193.2487        -938176.0527     84558.9788         0.0000         0.0000    149382.4555        -695685.8508       299.0537   -845068.3063   -695349.8760       299.3314            -69.9500       -36.8667   2462434.1748         6.2943         6.1274
ENERGY:  465360      1289.9529      3393.4899      3697.5367       220.8210        -938099.1883     84585.6069         0.0000         0.0000    149179.5910        -695732.1899       298.6475   -844911.7809   -695382.7143       299.2167            -68.5514       -35.6392   2461601.0823        -7.3855        -7.4110
ENERGY:  465400      1315.8135      3439.1340      3695.6722       214.4638        -938336.7532     84463.8712         0.0000         0.0000    149380.5740        -695827.2245       299.0499   -845207.7985   -695483.4537       299.2377           -117.7009       -84.2551   2463254.9016        -8.7390        -8.5009
ENERGY:  465440      1276.0559      3368.5720      3707.3614       211.7482        -938106.3055     84499.0641         0.0000         0.0000    149065.9603        -695977.5437       298.4201   -845043.5040   -695637.0645       298.8422           -108.9064       -74.5091   2461535.4208       -27.2596       -27.1960
ENERGY:  465480      1282.3685      3391.4034      3683.0403       197.2946        -937787.3678     84341.8979         0.0000         0.0000    148980.0210        -695911.3421       298.2480   -844891.3631   -695568.4754       298.5776            -97.5774       -64.2712   2462866.3034        -7.3875        -7.3341
ENERGY:  465520      1291.1968      3381.2154      3692.5226       184.8685        -938194.6056     84689.3755         0.0000         0.0000    149153.0145        -695802.4123       298.5943   -844955.4269   -695455.6761       298.5717            -60.6959       -26.3857   2460843.9181         9.9911        10.0366
ENERGY:  465560      1324.6084      3265.2696      3691.0782       198.8358        -938243.4258     84728.1278         0.0000         0.0000    149232.8401        -695802.6659       298.7541   -845035.5060   -695469.5137       298.3942            -37.6854        -3.3495   2458869.8819         8.3760         8.2657
ENERGY:  465600      1342.5837      3361.3643      3657.5275       201.9820        -937848.0778     84575.2623         0.0000         0.0000    148975.5649        -695733.7931       298.2391   -844709.3581   -695391.1139       298.6439            -66.2013       -33.3341   2458676.7527       -21.1528       -21.2343
ENERGY:  465640      1303.5703      3273.4590      3695.5197       208.3336        -938104.1773     84803.7922         0.0000         0.0000    149007.9470        -695811.5553       298.3039   -844819.5023   -695468.5885       298.7411             -7.8675        27.2044   2458780.4779         8.0681         8.2064
ENERGY:  465680      1316.8271      3346.1879      3718.3904       209.0692        -938887.3811     85079.2379         0.0000         0.0000    149403.3006        -695814.3679       299.0954   -845217.6685   -695481.1632       299.1787              1.1967        34.2512   2458827.4056        -5.4779        -5.2260
ENERGY:  465720      1253.3051      3350.2011      3724.5192       192.2183        -938636.2803     85044.1017         0.0000         0.0000    149110.1867        -695961.7481       298.5086   -845071.9348   -695629.1651       299.0876            -32.6077         0.0240   2461871.1772         9.4957         9.4263
ENERGY:  465760      1258.0077      3324.0702      3681.9563       208.0233        -939332.5045     85179.3306         0.0000         0.0000    149670.0758        -696011.0406       299.6295   -845681.1164   -695660.9894       298.9360            -42.3414        -9.7957   2460989.2690         7.5719         7.6976
ENERGY:  465800      1240.0422      3357.9613      3672.7339       190.6225        -938696.1468     85163.6855         0.0000         0.0000    149006.1645        -696064.9368       298.3004   -845071.1014   -695716.7516       299.0359              3.9980        38.9118   2461580.5018       -14.9974       -15.1558
ENERGY:  465840      1304.3976      3424.4484      3652.1987       184.1295        -938585.4874     84903.8004         0.0000         0.0000    149144.3074        -695972.2053       298.5769   -845116.5127   -695637.9273       298.5603            -36.9050        -3.0402   2461094.8926         3.0777         3.1144
ENERGY:  465880      1309.9066      3287.4861      3675.9018       198.0548        -938427.6865     84654.4933         0.0000         0.0000    149131.2045        -696170.6393       298.5507   -845301.8438   -695821.9691       298.4936            -60.9489       -25.5728   2460719.4612         8.5132         8.6773
ENERGY:  465920      1239.5269      3284.3502      3691.4358       183.7781        -938805.4293     84946.1217         0.0000         0.0000    149365.1610        -696095.0557       299.0190   -845460.2166   -695731.3215       298.5716            -10.1322        25.1739   2460713.4048        -2.8208        -2.6871
ENERGY:  465960      1267.9602      3343.4872      3673.8417       219.5870        -939561.9543     85319.1930         0.0000         0.0000    149676.1291        -696061.7561       299.6416   -845737.8852   -695716.5623       299.2892             23.6054        56.4191   2460120.7408         3.3791         3.2296
ENERGY:  466000      1285.8411      3365.8326      3678.0631       200.1490        -939368.8365     85484.4328         0.0000         0.0000    149216.7773        -696137.7406       298.7220   -845354.5180   -695792.4134       299.0065             33.2825        66.8127   2462766.2311        22.9985        23.0251
ENERGY:  466040      1205.5497      3385.3418      3696.6083       217.2997        -938866.2970     84882.1074         0.0000         0.0000    149294.4052        -696184.9848       298.8774   -845479.3900   -695837.1703       299.0173            -55.7229       -21.8332   2462382.0177         9.3631         9.1154
ENERGY:  466080      1321.9221      3387.8249      3652.6135       193.9802        -939335.0024     85116.0200         0.0000         0.0000    149533.9542        -696128.6875       299.3570   -845662.6417   -695798.6848       298.7473              6.0454        38.6225   2460516.5347       -18.2618       -18.4662
ENERGY:  466120      1282.9184      3443.3339      3668.7705       206.0895        -939536.4187     85444.7063         0.0000         0.0000    149286.5064        -696204.0937       298.8616   -845490.6001   -695876.2096       299.0440             34.2674        68.2127   2461458.0897         4.7178         4.7310
ENERGY:  466160      1280.6791      3360.0632      3667.6362       222.9958        -939487.2976     85291.3165         0.0000         0.0000    149667.0628        -695997.5439       299.6234   -845664.6067   -695641.9548       298.9734            -29.2454         6.7934   2460237.0193        -0.0027        -0.2277
ENERGY:  466200      1310.7698      3393.7212      3678.5797       194.6345        -939346.8053     85347.9690         0.0000         0.0000    149408.0294        -696013.1019       299.1049   -845421.1312   -695677.2103       298.9815              0.2244        34.1107   2460849.7755         6.4229         6.3150
ENERGY:  466240      1282.6960      3341.0493      3671.6027       213.8868        -938759.8857     85088.3483         0.0000         0.0000    149085.4668        -696076.8359       298.4591   -845162.3027   -695726.1135       299.1524            -25.6163         8.2645   2462140.5074        -6.2834        -6.3838
ENERGY:  466280      1270.0585      3348.0027      3667.2183       202.7363        -939023.8066     84991.9410         0.0000         0.0000    149528.8381        -696015.0116       299.3467   -845543.8497   -695672.0998       299.2509            -47.7401       -13.8239   2463453.8360        -4.7390        -4.8133
ENERGY:  466320      1270.8894      3341.3708      3664.9787       213.5748        -938946.0510     84967.5404         0.0000         0.0000    149464.4951        -696023.2018       299.2179   -845487.6970   -695700.9203       299.2742            -86.3940       -53.1596   2464917.5818         1.3909         1.4653
ENERGY:  466360      1271.8601      3315.7354      3684.5658       200.3507        -938938.9494     84986.5352         0.0000         0.0000    149487.6323        -695992.2698       299.2642   -845479.9021   -695641.3405       299.6701            -62.9158       -28.6960   2463471.7575         4.6541         4.5721
ENERGY:  466400      1268.3394      3347.9331      3622.2748       198.2541        -938924.6429     85168.1385         0.0000         0.0000    149153.1515        -696166.5514       298.5946   -845319.7029   -695837.5423       298.9670             -0.8919        33.4059   2462303.4824       -24.0776       -24.1350
ENERGY:  466440      1243.9040      3416.2583      3666.0751       202.5226        -939397.2544     85573.6184         0.0000         0.0000    149229.7272        -696065.1489       298.7479   -845294.8761   -695727.0635       298.4632             73.2251       106.6492   2459575.5480        19.7695        19.6628
ENERGY:  466480      1267.2766      3272.4364      3699.9369       198.7379        -939010.0502     85142.3876         0.0000         0.0000    149535.4589        -695893.8160       299.3600   -845429.2749   -695534.4347       299.0524            -24.9583         8.8852   2462859.2998         6.2960         6.2726
ENERGY:  466520      1224.2767      3363.4830      3641.8983       205.3365        -939326.4956     85342.7356         0.0000         0.0000    149769.5088        -695779.2567       299.8285   -845548.7655   -695433.9296       298.8383            -13.6388        18.8572   2462313.7846       -17.7093       -17.7914
ENERGY:  466560      1261.6556      3341.5080      3652.0456       198.7735        -938845.6465     85053.7507         0.0000         0.0000    149535.8269        -695802.0863       299.3607   -845337.9131   -695453.8307       299.3142            -54.9249       -21.2611   2463735.3666        -0.8467        -0.8276
ENERGY:  466600      1301.0001      3356.9446      3701.7677       193.7709        -937832.8547     84585.2238         0.0000         0.0000    148958.5383        -695735.6093       298.2050   -844694.1476   -695385.2241       299.0517            -97.7944       -64.7201   2463714.1419        -4.3817        -4.3580
ENERGY:  466640      1290.7825      3304.6077      3705.7477       207.2533        -937752.9471     84337.1845         0.0000         0.0000    149133.5566        -695773.8148       298.5554   -844907.3713   -695418.4937       298.8985           -122.5810       -88.7028   2464667.8625         7.8790         7.8790
ENERGY:  466680      1347.9314      3304.7658      3733.4493       193.6712        -938419.3221     84779.1898         0.0000         0.0000    149318.0968        -695742.2179       298.9248   -845060.3147   -695395.5988       298.9250            -86.7585       -52.4113   2464366.0273        -4.8083        -4.8243
ENERGY:  466720      1266.1882      3301.5340      3714.4855       217.7205        -937756.5908     84453.4821         0.0000         0.0000    149134.0768        -695669.1037       298.5564   -844803.1805   -695324.4155       299.5645           -108.9914       -76.3006   2464483.2472         3.5432         3.5312
ENERGY:  466760      1340.6668      3259.4810      3674.2826       201.7648        -938504.7249     85129.9365         0.0000         0.0000    149259.6306        -695638.9627       298.8078   -844898.5933   -695307.2429       299.4012            -22.3836        13.3421   2461948.5746         0.4019         0.4242
ENERGY:  466800      1299.1656      3340.5935      3680.0115       187.9871        -938265.7798     84893.2964         0.0000         0.0000    149200.7898        -695663.9360       298.6900   -844864.7257   -695335.9875       298.9743            -22.7426        14.0729   2461395.0099        12.6579        12.6732
ENERGY:  466840      1273.6659      3319.8563      3700.4943       181.7603        -938737.2824     85148.0582         0.0000         0.0000    149325.2669        -695788.1805       298.9392   -845113.4473   -695445.2719       299.0312             -2.1644        33.6221   2460776.7369         5.4946         5.5000
